id,W1_pid3,W1_gender,W1_educ,party7,partylean,age,agesq,female,raceeth,educ,ideo,income,employ,state,polint,freq_tv,freq_np,freq_rad,freq_net,freq_disc,log_news_pre,diet_mean_pre,W1_endtime,W2_endtime,W3_PATA306_treatment_w3,W3_Browser_treatment_w3,starttime_w3,endtime_w3,W4_consent,endtime,W5_endtime,W6_endtime,endtime_w7,endtime_w8,comp_fn,comp_hp,log_fn_4w,log_fn_6w,log_fn_pre,log_hp_4w,log_hp_6w,log_hp_pre,policy1_gc_pre,policy3_nafta_pre,policy4_pp_pre,policy5_biz1_pre,policy6_iso_pre,policy8_biz2_pre,policy7_ss,policy9_nk_pre,policy10_harass_pre,policy11_islam_pre,policy12_cc_pre,policy13_fbi_pre,policy14_imm_pre,issue_scale,issue_scale_w5,issue_scale_w7,issue_scale_pre,policy14_imm,imm2,imm3,imm_issue_scale,imm_issue_scale_w5,imm_issue_scale_w7,log_cons_1w,log_cons_pre,log_lib_1w,log_lib_pre,log_total_pre,log_cons_4w,log_lib_4w,log_cons_6w,log_lib_6w,weekly_log_news_plus1_1w,weekly_log_news_plus1_4w,weekly_log_news_plus1_6w,weekly_log_cons_4w,weekly_log_cons_6w,weekly_log_lib_4w,weekly_log_lib_6w,cons_links,cons_links_pre,total_links_pre,lib_links,lib_links_pre,follows_cons_media,follows_elites,follows_lib_media,W4_PATA450a,W2_PATA2_3_Dem,W4_PATA450b,W2_PATA2_3_Rep,W4_PATA450e,W2_PATA2_6,affpol_out,affpol_pre,ppol,W2_PATA2_1_m_1,W2_PATA2_1_m_2,W2_PATA2_1_m_3,W2_PATA2_1_m_4,W2_PATA2_1_m_5,W2_PATA2_1_m_6,W2_PATA2_1_m_7,W2_PATA2_1_m_8,W2_PATA2_1_m_9,W2_PATA2_1_m_10,W2_PATA2_1_m_11,W2_PATA2_1_m_12,W2_PATA2_1_m_13,W2_PATA2_1_m_14,W2_PATA2_1_m_15,W2_PATA2_1_m_16,W2_PATA2_1_m_17,W2_PATA2_1_m_18,W2_PATA2_1_m_19,W2_PATA2_1_m_20,W2_PATA2_1_m_21,W3_PATA300_1_w3,W3_PATA300_2_w3,W3_PATA300_3_w3,W3_PATA300_4_w3,W3_PATA300_5_w3,W3_PATA300_6_w3,W3_PATA300_7_w3,W3_PATA300_8_w3,W3_PATA300_9_w3,W3_PATA300_10_w3,W3_PATA300_11_w3,W3_PATA300_12_w3,W3_PATA300_13_w3,W3_PATA300_14_w3,W3_PATA300_15_w3,W3_PATA300_16_w3,W3_PATA300_17_w3,W3_PATA300_18_w3,W3_PATA300_19_w3,W3_PATA300_20_w3,W3_PATA300_21_w3,agenda_lean,agenda_lean_w5,agenda_lean_w8,agenda_lean_pre,trump_approve,trump_approve_w5,trump_approve_pre,cong_rep_approve,cong_rep_approve_pre,cong_dem_approve,cong_dem_approve_pre,vote_after,vote_pre,trust_fox,trust_fox_w5,trust_hp,trust_hp_w5,bias,trust,trust_w7,trust_w8,W4_PATA430a,W4_PATA430b,event_mokken,event_mokken_w5,event_pre_mokken,W2_PATA2_10_m_3,W4_PATA409_1,predicted_house_winner_gop,predicted_vote_share_gop,predicted_district_winner_gop,predicted_house_winner_dem,predicted_vote_share_dem,predicted_district_winner_dem,prediction_certainty,W4_PATA462_a,W4_PATA462_b,W4_PATA462_c
7394a6e95f113404fbc7171cf4d3a5e0,3,2,6,3,Democrat,68,4624,1,White,6,1,13,Retired,6,4,1,6,NA,6,4,NA,0,5/27/18 1:47,8/28/18 16:35,NA,NA,NA,NA,1,10/31/18 0:01,12/24/18 1:08,1/25/19 1:36,4/2/19 1:53,10/10/19 13:18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,1,NA,NA,1,5,1,1,-0.566460884,-0.400403,-0.338883383,-0.69329453,1,1,4,1.042985402,1.140532071,1.161648226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51,61,0,0,7,7,51,61,3,1,2,2,2,2,2,2,2,2,1,2,2,2,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340426723,0.380228427,0.304219642,NA,1,1,1,0,0,1,0,1,0,1,1,3,3,1,3,3,2,12,3,0.25,3,1,1,1,FALSE,35,FALSE,TRUE,65,TRUE,10,1,1,5
9a6c4c95ab8d09ed62a24ff49a84bed2,3,1,2,3,Democrat,68,4624,0,White,2,3,7,Retired,29,4,5,2,1,6,4,NA,0,4/25/18 21:29,8/28/18 16:35,NA,NA,NA,NA,1,10/31/18 0:01,12/20/18 20:13,1/24/19 19:32,4/2/19 12:58,10/9/19 16:19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,1,NA,NA,2,5,1,1,-1.447655583,-1.03051499,-0.694229183,-0.68619612,2,3,4,0.490844507,0.606804486,0.76266007,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,25,31,10,4,5,25,15,4.333333333,1,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,2,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.37078245,0.332486014,0.139124261,NA,1,1,1,0,0,1,0,1,0,1,1,2,2,0,3,3,3,2,10,0.333333333,2,1,1,1,FALSE,40,TRUE,TRUE,60,FALSE,10,1,1,4
3f338113319efdc4fdcae1726483a1d1,3,1,5,5,Republican,60,3600,0,White,5,3,7,Full-time,8,2,7,4,5,7,7,NA,0,4/28/18 21:11,8/28/18 16:36,NA,NA,NA,NA,1,10/30/18 23:11,NA,1/26/19 16:30,4/5/19 17:23,10/9/19 16:23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,5,2,4,NA,NA,1,2,11,11,0.84381843,NA,0.226549983,0.583291312,11,11,1,-1.045874421,NA,-1.081079248,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4,93,84,1,1,89,80,3.333333333,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.297146187,NA,-0.15842427,NA,5,NA,5,1,0,0,0,0,0,4,NA,3,NA,-2,2,3,1,50,3,0.166666667,NA,1,2,2,TRUE,58,TRUE,FALSE,42,FALSE,8,4,5,1
6f48af340ac7c52f2510329f249a5eb2,2,2,2,7,Republican,87,7569,1,White,2,4,NA,Retired,31,3,5,5,NA,6,NA,3.912023005,0.248934812,7/3/18 21:01,8/28/18 16:36,HuffPost,IE,10/5/18 22:56,10/5/18 23:14,1,10/31/18 16:05,12/21/18 4:37,1/24/19 22:05,4/1/19 23:32,10/9/19 22:19,0,0,3.36729583,3.401197382,3.33220451,1.098612289,1.098612289,1.098612289,3,NA,NA,3,3,4,3,NA,4,5,2,8,6,NA,NA,NA,0.375407463,8,11,3,-1.569165849,-0.873762714,-0.905036706,2.564949357,3.871201011,0,1.098612289,10.16002719,4.290459441,1.098612289,4.510859507,1.791759469,2.564949357,2.970414466,2.823361048,2.944438979,2.772588722,0.405465108,0.606135804,NA,NA,NA,NA,NA,NA,NA,NA,11,5,61,60,4,4,50,55,3.666666667,2,1,2,2,1,1,2,2,1,2,1,1,1,2,2,2,2,2,2,2,2,1,1,2,2,1,1,2,1,1,2,1,1,1,2,2,2,2,2,2,2,2,-0.092505152,-0.271684803,-0.197913501,-0.159882054,4,4,4,1,1,0,0,1,1,4,4,2,2,-2,2,1,1,10,5,0.333333333,2,0.666666667,2,1,TRUE,NA,TRUE,FALSE,NA,FALSE,7,3,3,3
9c00c661506f7287b3189bc400cb2d07,3,2,6,3,Democrat,45,2025,1,White,6,1,9,Full-time,39,4,1,6,1,7,4,NA,0,7/3/18 21:37,8/28/18 16:37,NA,NA,NA,NA,1,10/31/18 13:16,12/20/18 22:51,1/24/19 19:17,4/1/19 23:15,10/9/19 18:14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,5,1,NA,NA,1,4,1,1,-1.09337792,-0.648424212,-0.652172256,-0.58799778,1,1,4,1.042985402,1.140532071,1.161648226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,70,0,0,7,7,75,70,3,1,2,1,2,2,2,1,1,2,1,2,2,1,1,1,1,1,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.312560016,0.436555855,0.347495088,NA,1,1,1,0,0,1,0,1,0,2,1,3,3,0,3,3,3,20,4,0.333333333,3,1,1,1,FALSE,43,FALSE,TRUE,57,TRUE,5,1,1,5
b1e1fcbf7ef9f30951e67978a8bfc36c,1,2,2,1,NA,66,4356,1,White,2,3,3,Retired,18,NA,6,4,7,4,5,NA,0,7/7/18 23:50,8/28/18 16:37,NA,NA,NA,NA,NA,NA,12/21/18 0:06,1/31/19 0:58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,4,4,NA,NA,NA,3,4,6,3,NA,-0.8079189,NA,-0.030608026,NA,NA,NA,NA,0.345067232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82,NA,39,NA,4,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.004327726,NA,NA,NA,2,2,0,0,0,0,1,0,NA,3,NA,3,NA,NA,NA,NA,NA,NA,NA,2,0.666666667,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5b5dd0c0fb6a9deb7b9e872182749aa6,1,1,5,1,NA,29,841,0,White,5,1,5,Full-time,29,NA,4,1,1,7,6,2.079441542,-0.110767742,7/11/18 13:59,8/28/18 16:37,Control,Chrome,10/6/18 0:09,10/6/18 0:13,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,5,4,1,5,4,5,NA,3,5,1,5,1,1,NA,NA,NA,-1.478147621,NA,NA,NA,NA,NA,NA,NA,0,NA,2.079441542,7.480992163,0,0,0,0,NA,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,0,0,NA,66,NA,3,NA,7,NA,NA,NA,1,2,1,2,2,2,1,2,2,1,2,2,2,2,2,2,2,2,1,2,2,1,2,1,2,2,2,1,1,2,1,2,2,2,1,1,2,1,2,1,2,2,NA,NA,NA,0.403089241,NA,NA,1,0,0,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
32aaaac4e955ab5a7ff09d46555cb5a7,1,1,3,1,Democrat,30,900,0,White,3,2,8,Retired,41,4,6,4,2,6,4,6.380122537,-0.077389787,7/3/18 20:01,8/28/18 16:38,Control,Firefox,10/6/18 17:21,10/6/18 17:50,1,10/31/18 1:45,12/26/18 15:42,1/25/19 20:18,4/2/19 19:29,10/9/19 17:26,0,0,0,0,0,0,0,0,5,5,1,5,2,5,2,1,4,4,3,1,1,-0.635134662,-0.10401233,-0.08750635,-0.454522377,1,3,4,0.717029483,1.140532071,0.76266007,0,0.693147181,4.779123493,6.378426184,9.687009239,1.098612289,5.96100534,1.098612289,6.368187186,4.779123493,4.587515251,4.588363068,0.405465108,0.287682072,4.582413199,4.584967479,NA,NA,NA,NA,NA,NA,NA,NA,90,95,3,6,7,6,87,89,3.333333333,2,2,1,2,2,2,2,2,1,2,2,2,2,2,1,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,0.381480501,0.241546591,0.45793082,0.339512026,1,1,1,0,0,1,1,1,1,1,1,4,4,0,4,4,4,26,3,0.333333333,2,1,1,1,FALSE,45,FALSE,TRUE,55,TRUE,10,1,1,5
09f242dd17cb55fb88fe0dba5e7f8a3e,1,1,5,1,Democrat,64,4096,0,White,5,2,12,Retired,39,4,7,7,5,7,6,NA,0,4/26/18 21:11,8/28/18 16:39,NA,NA,NA,NA,1,10/31/18 14:04,12/21/18 12:57,1/24/19 20:17,4/4/19 16:00,10/9/19 16:27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,4,1,NA,NA,1,5,1,1,-0.69977408,-0.697912439,-0.614913787,-0.535668973,1,3,4,0.717029483,1.140532071,1.161648226,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,100,21,0,4,5,79,100,3,2,2,1,2,2,2,1,1,2,1,2,2,2,1,1,1,1,2,1,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.416350982,0.298928964,0.408083258,NA,1,1,1,0,0,1,0,1,0,1,2,3,3,0,4,4,4,8,3,0.333333333,3,1,1,1,FALSE,48,FALSE,TRUE,52,TRUE,5,1,2,5
0463191c3e15ef81f1e2e7e02f32ea99,2,2,3,6,Republican,65,4225,1,White,3,4,4,Other,6,2,6,1,3,6,6,2.564949357,0.131476119,5/25/18 22:55,8/28/18 16:40,FoxNews,Chrome,10/6/18 5:12,10/6/18 5:27,1,10/31/18 1:09,12/20/18 20:23,1/24/19 22:49,4/2/19 3:59,10/9/19 16:40,1,0,7.155396302,7.549609165,2.197224577,0,0,0,4,3,1,4,2,4,2,4,4,4,3,5,5,NA,0.109384779,NA,-0.621146059,4,9,3,-0.338470024,-0.198913428,-0.344354837,4.912654886,1.098612289,0,2.397895273,9.425854896,5.948034989,1.098612289,6.210600077,3.583518938,4.912654886,4.574710979,4.496099091,4.569543008,4.428830701,0.405465108,1.921812597,NA,NA,NA,NA,NA,NA,NA,NA,50,42,51,47,5,4,1,5,4.333333333,1,2,1,1,1,1,1,1,1,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,0.014757678,0.008548205,0.131583314,-0.124102935,2,2,2,0,0,0,0,1,1,2,2,2,2,-1,2,2,2,15,8,0.25,3,1,1,1,FALSE,32,FALSE,TRUE,68,TRUE,8,1,1,3
aa3a4fc5be2c319572903d74e27f7d97,1,1,4,1,Democrat,64,4096,0,White,4,2,12,Full-time,34,4,6,5,6,7,7,3.713572067,-0.111996667,7/3/18 21:53,8/28/18 16:40,Control,Chrome,10/6/18 3:54,10/6/18 4:03,1,10/31/18 16:17,12/21/18 13:55,1/24/19 20:00,NA,NA,NA,NA,NA,NA,1.386294361,NA,NA,1.791759469,5,5,1,4,2,4,2,1,4,4,4,1,1,-0.67189474,-0.746114944,NA,-0.279336526,1,2,4,0.880007443,1.140532071,NA,NA,2.197224577,NA,3.496507561,6.192362489,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,75,70,0,0,7,7,75,70,4.333333333,1,2,1,2,2,1,1,1,2,2,2,2,2,2,1,1,2,2,2,2,1,2,1,1,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,0.251609882,0.30025771,NA,0.260458127,1,1,1,0,0,1,1,1,1,1,1,4,3,0,3,NA,NA,38,4,0.333333333,3,0.666666667,1,1,FALSE,34,FALSE,TRUE,66,TRUE,8,1,1,5
7c308f941088d6f7e1ed58762e1c8024,1,1,3,2,Democrat,21,441,0,Black,3,NA,9,Full-time,13,3,7,7,7,7,7,0,0,7/3/18 20:13,8/28/18 16:40,FoxNews,Safari,10/6/18 2:02,10/6/18 2:26,1,10/31/18 1:27,12/20/18 20:29,1/24/19 23:31,4/1/19 23:36,10/9/19 18:33,NA,NA,NA,NA,0,NA,NA,0,3,3,3,3,3,3,3,3,3,3,3,5,6,0.370450862,0.459530216,NA,0.331391568,5,5,2,0.688180016,-0.894268865,0.600966357,NA,0,NA,0,3.218875825,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,7,NA,NA,3,1,2,2,2,1,1,1,1,1,1,1,2,1,2,1,1,2,2,2,1,1,1,2,1,2,1,1,2,1,2,1,1,2,2,1,1,2,1,1,2,1,1,0.160612148,0.028745279,0.212261334,0.132480242,1,1,1,0,0,1,0,1,1,2,3,3,3,0,4,2,3,49,53,0.25,1,0.333333333,1,2,FALSE,NA,FALSE,TRUE,NA,TRUE,6,3,3,3
83a3ae26a95b78cc3abbd457140161a1,1,1,5,1,Democrat,39,1521,0,White,5,2,12,Full-time,32,4,2,2,7,7,7,6.54534966,-0.178504925,7/11/18 16:23,8/28/18 16:41,FoxNews,Chrome,10/8/18 20:21,10/8/18 20:27,1,11/2/18 17:29,12/20/18 21:36,2/4/19 15:37,NA,NA,NA,NA,NA,NA,0,NA,NA,0.693147181,5,5,1,5,1,3,1,1,5,1,5,1,1,-1.301176448,-1.094237227,NA,-0.569925852,1,1,4,1.042985402,1.140532071,NA,NA,2.079441542,NA,6.535241271,9.549808118,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,15,3,78,76,1,21,8,4,77,55,2,2,2,1,2,2,2,2,2,2,1,2,2,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,1,1,1,2,2,2,2,0.512526848,0.441107438,NA,0.436386494,1,1,1,0,0,1,1,1,1,1,1,2,2,0,3,NA,NA,4,4,0.333333333,4,1,1,1,FALSE,49,TRUE,TRUE,51,FALSE,5,1,1,4
7b6ec09e9dc4905d9a14fadd483f2033,1,1,5,1,Democrat,72,5184,0,White,5,3,7,Permanently disabled,5,4,7,4,5,6,2,NA,0,5/26/18 17:37,8/28/18 16:41,NA,NA,NA,NA,1,10/31/18 15:33,12/28/18 21:01,NA,NA,10/9/19 21:09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,3,4,1,NA,NA,1,5,1,1,-0.241445163,-0.030940202,NA,-0.573053362,1,4,4,0.554051524,1.140532071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,100,0,0,7,7,90,100,5,1,2,1,2,2,1,1,1,1,1,2,2,2,2,1,2,1,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.335008067,0.390851207,0.469556277,NA,1,1,1,0,0,1,0,1,0,1,1,4,4,0,4,NA,3,13,4,0,4,0.666666667,1,2,FALSE,41,TRUE,TRUE,59,FALSE,10,1,1,5
b604d3cc0c6058ad7beaf6194481f45b,1,2,5,1,NA,39,1521,1,Black,5,4,4,Full-time,36,NA,5,6,7,7,4,3.218875825,0.026214815,7/3/18 19:37,8/28/18 16:41,HuffPost,Safari,10/6/18 0:47,10/6/18 0:54,NA,NA,12/20/18 19:57,1/24/19 19:26,4/2/19 1:27,NA,NA,NA,0,0,0,0,0,0,5,4,1,4,4,4,NA,4,4,4,4,1,1,NA,-0.657742633,-0.887819855,-1.198378382,NA,NA,NA,NA,1.140532071,0.895656122,0,2.63905733,0,2.48490665,7.271008538,0.693147181,4.077537444,0.693147181,4.094344562,0,2.756840365,2.397895273,0.223143551,0.15415068,2.740840024,2.382627801,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,NA,8,NA,4,NA,NA,NA,2,2,2,1,1,1,1,1,2,1,1,2,2,2,1,1,1,2,2,1,2,1,2,2,2,1,1,1,1,1,1,1,2,2,2,2,1,1,2,2,2,1,NA,0.17661992,NA,0.120478583,NA,1,1,0,0,0,1,1,1,NA,1,NA,3,NA,NA,3,NA,NA,NA,NA,2,0.333333333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
e74af9a0fb2e6382de3c1b54ad7380d2,2,2,2,6,Republican,66,4356,1,Hispanic,2,5,3,Homemaker,26,3,7,2,2,7,2,NA,0,4/25/18 2:42,8/28/18 16:41,Control,Edge,10/6/18 17:09,10/6/18 17:14,1,10/31/18 0:17,12/20/18 21:25,1/24/19 19:49,4/2/19 16:43,10/9/19 23:02,NA,NA,NA,NA,NA,NA,NA,NA,5,4,2,4,4,NA,1,NA,5,5,NA,1,1,NA,NA,-0.237029823,-0.717561701,2,6,3,0.602833807,0.062823827,-0.240056446,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,87,80,97,100,2,5,10,20,3.666666667,2,2,2,2,2,1,2,2,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,1,1,1,2,2,2,2,1,2,2,2,2,2,0.21558705,0.076759096,0.303729756,0.156655843,4,2,2,0,0,0,0,1,1,3,3,3,3,0,3,3,2,83,48,0.333333333,4,1,1,1,TRUE,44,TRUE,FALSE,56,FALSE,7,1,4,2
a4f4fec566a7c7edd1ddaf48051ab775,1,2,6,1,Democrat,40,1600,1,White,6,1,11,Full-time,29,4,4,3,7,7,6,NA,0,7/7/18 13:23,8/28/18 16:42,HuffPost,Firefox,10/8/18 1:08,10/8/18 1:19,1,10/31/18 16:30,12/20/18 19:52,1/25/19 2:59,4/2/19 1:37,10/10/19 22:06,NA,NA,NA,NA,NA,NA,NA,NA,5,4,1,5,1,4,2,2,5,1,5,1,1,-0.74561533,-0.968504944,-0.374883239,-0.891570791,1,1,4,1.042985402,0.999410368,0.881307292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,90,70,3,5,7,7,87,65,3,1,2,1,2,1,2,1,1,2,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,1,2,1,2,2,1,2,2,1,1,1,2,2,2,1,2,2,0.330786771,0.379601372,0.231984894,0.225582738,1,1,1,0,0,1,1,1,1,1,1,3,3,-1,4,4,3,22,5,0.333333333,4,1,1,1,FALSE,45,FALSE,TRUE,55,TRUE,10,1,4,5
314e82d2dc3052b8c47085ae4efb1889,1,1,6,1,Democrat,63,3969,0,Asian / other,6,3,6,Part-time,49,4,3,7,2,7,4,4.262679877,-0.067156818,7/3/18 20:58,8/28/18 16:42,FoxNews,Edge,10/5/18 22:45,10/5/18 22:57,1,10/30/18 22:35,12/20/18 20:09,1/24/19 23:04,4/2/19 2:32,10/9/19 21:56,0,0,1.098612289,1.098612289,1.098612289,0,0,0,4,5,1,5,1,NA,1,2,4,4,5,1,2,-1.243614151,-0.892288824,-0.039924064,-0.632314402,2,1,4,0.816800426,1.009663443,1.028652174,0,2.995732274,1.791759469,3.951243719,7.803843304,4.219507705,4.955827058,5.147494477,6.253828812,1.791759469,3.970291914,4.753590191,2.876385516,3.384390263,3.590439381,4.471638793,NA,NA,NA,NA,NA,NA,NA,NA,85,75,10,15,7,7,75,60,4.333333333,2,2,1,2,2,2,1,1,1,1,2,2,1,1,1,2,1,2,1,2,1,2,1,1,2,2,2,1,1,1,1,2,2,2,1,1,2,1,2,2,2,1,0.16064447,0.22955848,0.195345822,0.299672221,1,1,1,0,0,1,1,1,1,3,2,2,2,-1,4,3,3,15,4,0.333333333,4,0.333333333,1,1,FALSE,45,TRUE,TRUE,55,FALSE,10,1,3,5
a1bb17633ee3db362319f2ac42c4600e,1,1,6,2,Democrat,41,1681,0,White,6,3,11,Full-time,8,3,1,2,6,7,2,3.433987204,-0.022671756,7/3/18 21:17,8/28/18 16:43,Control,Chrome,10/8/18 14:03,10/8/18 15:46,1,10/31/18 17:13,12/21/18 4:54,1/24/19 20:03,4/1/19 22:22,10/9/19 19:01,0,0,0,0,0,0,0,0,5,4,1,5,4,3,1,1,2,1,5,1,1,-0.060482438,-0.524726731,-0.543951709,0.060847374,1,2,4,0.880007443,0.878794816,1.161648226,0,1.098612289,0,3.36729583,10.55513543,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,71,80,2,3,5,6,69,77,3.333333333,2,1,1,2,2,2,1,2,2,1,2,2,2,1,1,1,2,1,1,2,2,1,1,2,2,2,1,1,1,2,1,2,2,1,1,1,1,1,2,1,2,1,0.365082912,0.35030662,0.267568906,0.225190493,1,1,1,0,0,1,1,1,1,2,1,2,2,0,3,3,3,5,4,0.333333333,4,0.666666667,1,1,FALSE,42,TRUE,TRUE,58,FALSE,8,1,1,5
5dcb09a6c57a9d8acab99270df308f88,1,1,5,1,NA,33,1089,0,Black,5,2,4,Full-time,28,NA,7,2,5,7,7,NA,0,5/27/18 21:42,8/28/18 16:43,NA,NA,NA,NA,NA,NA,NA,1/31/19 20:20,4/5/19 0:02,10/11/19 22:50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,1,NA,NA,NA,NA,4,1,1,NA,NA,NA,0.10444825,NA,NA,NA,NA,NA,1.028652174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,89,NA,3,NA,7,NA,NA,NA,1,1,1,2,2,1,1,1,2,1,1,2,2,2,1,1,2,2,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.269198833,NA,NA,NA,1,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,3,3,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8c8d6aa8685ce1604aab22c5d328cea9,4,1,1,4,Independent,71,5041,0,White,1,4,7,Retired,42,4,7,1,7,7,6,4.356708827,0.055582121,7/4/18 0:01,8/28/18 16:43,HuffPost,Chrome,10/6/18 15:41,10/6/18 15:59,1,10/31/18 0:26,12/21/18 3:32,1/25/19 2:06,4/2/19 17:14,10/9/19 18:48,0,0,1.386294361,1.386294361,0.693147181,2.890371758,2.890371758,1.791759469,1,1,2,2,4,2,5,3,3,5,1,10,10,NA,1.027284535,1.041626121,1.558069886,8,11,2,-0.96824267,-1.297127822,-1.347071353,1.791759469,3.63758616,1.098612289,3.713572067,8.695171999,3.091042453,3.218875825,3.526360525,3.931825633,2.079441542,2.505525937,2.696876901,1.832581464,1.871802177,1.945910149,2.233592222,NA,NA,NA,NA,NA,NA,NA,NA,0,0,75,50,1,2,NA,NA,5,1,2,2,1,1,1,2,2,1,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,2,2,1,2,2,1,1,2,2,2,2,2,2,1,1,-0.201091917,-0.121122897,-0.235356841,-0.173734608,5,5,5,1,1,0,0,1,1,3,2,1,1,2,1,1,1,5,4,0.333333333,4,1,2,1,TRUE,55,TRUE,FALSE,45,FALSE,9,3,4,1
